09:53:44.728190965,60002,93.40,1,0.00,
09:53:45.231550572,60002,93.40,1,0.00,
09:53:45.723656395,60002,93.40,1,0.00,
09:53:46.230762929,60002,93.40,1,0.00,
09:53:46.721799543,60002,93.40,1,0.00,
09:53:47.226720773,60003,93.85,1,0.00,
09:53:47.725719369,60002,93.40,1,0.00,
09:53:48.222772433,60002,93.40,1,0.00,
09:53:48.730777494,60001,92.95,1,0.00,
09:53:49.222315622,60000,92.50,1,0.00,
09:53:49.723248587,60001,92.95,1,0.00,
09:53:50.221344659,60000,92.50,1,0.00,
09:53:50.722478024,59999,92.05,1,0.00,
09:53:51.221963577,59998,91.60,1,0.00,
09:53:51.727558108,59998,91.60,1,0.00,
09:53:52.222104593,59997,91.15,1,0.00,
09:53:52.728188934,59997,91.15,1,0.00,
09:53:53.223762486,59997,91.15,1,0.00,
09:53:53.728849739,59997,91.15,1,0.00,
09:53:54.226796848,59998,91.60,1,0.00,
09:53:54.721573053,59998,91.60,1,0.00,
09:53:55.226878869,59997,91.15,1,0.00,
09:53:55.722028988,59996,90.70,1,0.00,
09:53:56.221552473,59996,90.70,1,0.00,
09:53:56.728833825,59996,90.70,1,0.00,
09:53:57.224074960,59996,90.70,1,0.00,
09:53:57.720409502,59996,90.70,1,0.00,
09:53:58.225898133,59996,90.70,1,0.00,
09:53:58.721275665,59996,90.70,1,0.00,
09:53:59.227752080,59996,90.70,1,0.00,
09:53:59.722957035,59996,90.70,1,0.00,
09:54:00.227922800,59996,90.70,1,0.00,
09:54:00.723187695,59996,90.70,1,0.00,
09:54:01.228549225,59996,90.70,1,0.00,
09:54:01.723643318,59995,90.25,1,0.00,
09:54:02.219697152,59995,90.25,1,0.00,
09:54:02.724905991,59995,90.25,1,0.00,
09:54:03.220036128,59995,90.25,1,0.00,
09:54:03.725709888,59994,89.80,1,0.00,
09:54:04.220775132,59994,89.80,1,0.00,
09:54:04.726904158,59994,89.80,1,0.00,
09:54:05.222332625,59994,89.80,1,0.00,
09:54:05.720021787,59994,89.80,1,0.00,
09:54:06.227477765,59995,90.25,1,0.00,
09:54:06.722939770,59995,90.25,1,0.00,
09:54:07.218027758,59994,89.80,1,0.00,
09:54:07.723467494,59994,89.80,1,0.00,
09:54:08.220886449,59994,89.80,1,0.00,
09:54:08.718170880,59993,89.35,1,0.00,
09:54:09.223148805,59994,89.80,1,0.00,
09:54:09.718305674,59995,90.25,1,0.00,
09:54:10.223867192,59997,91.15,1,0.00,
09:54:10.719992463,59998,91.60,1,0.00,
09:54:11.225343760,59999,92.05,1,0.00,
09:54:11.721234157,59999,92.05,1,0.00,
09:54:12.238416076,59998,91.60,1,0.00,
09:54:12.733490426,59998,91.60,1,0.00,
09:54:13.218826519,59997,91.15,1,0.00,
09:54:13.725725847,59997,91.15,1,0.00,
09:54:14.231332419,59998,91.60,1,0.00,
09:54:14.720710421,59999,92.05,1,0.00,
09:54:15.225837064,60000,92.50,1,0.00,
09:54:15.722489118,60001,92.95,1,0.00,
09:54:16.217135025,60001,92.95,1,0.00,
09:54:16.722465119,60000,92.50,1,0.00,
09:54:17.218730840,59999,92.05,1,0.00,
09:54:17.735155114,59998,91.60,1,0.00,
09:54:18.240233862,59998,91.60,1,0.00,
09:54:18.736919736,59998,91.60,1,0.00,
09:54:19.233405827,59998,91.60,1,0.00,
09:54:19.738745961,59998,91.60,1,0.00,
09:54:20.224463086,59999,92.05,1,0.00,
09:54:20.721202758,59999,92.05,1,0.00,
09:54:21.216443930,60000,92.50,1,0.00,
09:54:21.721572339,60000,92.50,1,0.00,
09:54:22.218559060,59999,92.05,1,0.00,
09:54:22.723769880,59999,92.05,1,0.00,
09:54:23.219417329,59999,92.05,1,0.00,
09:54:23.725680197,59999,92.05,1,0.00,
09:54:24.220743591,60000,92.50,1,0.00,
09:54:24.718489528,60000,92.50,1,0.00,
09:54:25.224300589,60001,92.95,1,0.00,
09:54:25.720183407,60002,93.40,1,0.00,
09:54:26.216664828,60002,93.40,1,0.00,
09:54:26.722371290,60002,93.40,1,0.00,
09:54:27.220259361,60002,93.40,1,0.00,
09:54:27.725964612,60002,93.40,1,0.00,
09:54:28.225626872,60002,93.40,1,0.00,
09:54:28.721158286,60002,93.40,1,0.00,
09:54:29.222017425,60003,93.85,1,0.00,
09:54:29.717369933,60002,93.40,1,0.00,
09:54:30.224016679,60002,93.40,1,0.00,
09:54:30.721150741,60003,93.85,1,0.00,
09:54:31.218452885,60003,93.85,1,0.00,
09:54:31.724319160,60004,94.30,1,0.00,
09:54:32.219894813,60004,94.30,1,0.00,
09:54:32.725303518,60004,94.30,1,0.00,
09:54:33.221794050,60004,94.30,1,0.00,
09:54:33.722084389,60003,93.85,1,0.00,
09:54:34.220078950,60003,93.85,1,0.00,
09:54:34.725340289,60003,93.85,1,0.00,
09:54:35.220127184,60003,93.85,1,0.00,
09:54:35.716590463,60003,93.85,1,0.00,
09:54:36.222414517,60003,93.85,1,0.00,
09:54:36.720189006,60003,93.85,1,0.00,
09:54:37.222517715,60003,93.85,1,0.00,
09:54:37.720449918,60003,93.85,1,0.00,
09:54:38.216469919,60003,93.85,1,0.00,
09:54:38.721988141,60003,93.85,1,0.00,
09:54:39.218122059,60003,93.85,1,0.00,
09:54:39.717737606,60002,93.40,1,0.00,
09:54:40.217184376,60002,93.40,1,0.00,
09:54:40.718983758,60002,93.40,1,0.00,
09:54:41.217163393,60002,93.40,1,0.00,
09:54:41.723212083,60002,93.40,1,0.00,
09:54:42.219439280,60003,93.85,1,0.00,
09:54:42.716723717,60003,93.85,1,0.00,
09:54:43.222686791,60004,94.30,1,0.00,
09:54:43.721260693,60005,94.75,1,0.00,
09:54:44.216288465,60005,94.75,1,0.00,
